DATE,OPEN,HIGH,LOW,CLOSE,VOL,OI,P,R,RINFO
19900102,17820.0,18142.5,17775.0,18125.0,33052,105621,0,0,0.0
19900103,18160.0,18240.0,18065.0,18085.0,41456,105464,0,0,0.0
19900104,18075.0,18130.0,17805.0,17992.5,45871,104880,0,0,0.0
19900105,17962.5,17980.0,17715.0,17730.0,42786,103532,0,0,0.0
19900108,17707.5,17920.0,17680.0,17877.5,41144,105653,0,0,0.0
19900109,17890.0,17905.0,17595.0,17610.0,44695,104660,0,0,0.0
19900110,17595.0,17660.0,17335.0,17565.0,57441,105042,0,0,0.0
19900111,17625.0,17675.0,17542.5,17592.5,40235,104591,0,0,0.0
19900112,17400.0,17400.0,16992.5,17047.5,54691,105144,0,0,0.0
19900115,17060.0,17085.0,16937.5,16960.0,37450,107042,0,0,0.0
19900116,16775.0,17150.0,16765.0,17105.0,52553,107384,0,0,0.0
19900117,17125.0,17245.0,16892.5,16937.5,56889,105925,0,0,0.0
19900118,16850.0,17062.5,16800.0,17042.5,56974,105175,0,0,0.0
19900119,17125.0,17160.0,17070.0,17110.0,37202,104719,0,0,0.0
19900122,17100.0,17137.5,16515.0,16570.0,57208,107951,0,0,0.0
19900123,16695.0,16760.0,16495.0,16512.5,65077,107733,0,0,0.0
19900124,16262.5,16687.5,16175.0,16655.0,58726,108576,0,0,0.0
19900125,16700.0,16720.0,16300.0,16337.5,55040,109771,0,0,0.0
19900126,16375.0,16525.0,16110.0,16340.0,57423,111139,0,0,0.0
19900129,16400.0,16462.5,16150.0,16335.0,55802,112380,0,0,0.0
19900130,16360.0,16395.0,16037.5,16260.0,62914,112677,0,0,0.0
19900131,16350.0,16532.5,16302.5,16525.0,56175,107630,0,0,0.0
19900201,16540.0,16567.5,16445.0,16505.0,38828,108165,0,0,0.0
19900202,16455.0,16700.0,16440.0,16625.0,41584,107610,0,0,0.0
19900205,16625.0,16680.0,16575.0,16670.0,32515,107968,0,0,0.0
19900206,16645.0,16645.0,16455.0,16512.5,43993,108242,0,0,0.0
19900207,16400.0,16795.0,16367.5,16790.0,63744,110029,0,0,0.0
19900208,16785.0,16915.0,16665.0,16765.0,57581,108903,0,0,0.0
19900209,16790.0,16825.0,16680.0,16720.0,40011,107054,0,0,0.0
19900212,16710.0,16740.0,16522.5,16537.5,52184,105310,0,0,0.0
19900213,16570.0,16675.0,16425.0,16632.5,55494,107378,0,0,0.0
19900214,16615.0,16740.0,16575.0,16665.0,45207,105271,0,0,0.0
19900215,16660.0,16822.5,16640.0,16807.5,38978,103780,0,0,0.0
19900216,16800.0,16830.0,16645.0,16660.0,31637,101758,0,0,0.0
19900220,16410.0,16515.0,16325.0,16437.5,48607,106545,0,0,0.0
19900221,16287.5,16482.5,16275.0,16465.0,51073,106611,0,0,0.0
