DATE,OPEN,HIGH,LOW,CLOSE,VOL,OI,P,R,RINFO
19900102,15200.0,15240.0,15180.0,15180.0,43,1270,0,0,0.0
19900103,15140.0,15140.0,15040.0,15140.0,213,1282,0,0,0.0
19900104,15280.0,15300.0,15220.0,15260.0,232,1309,0,0,0.0
19900105,15300.0,15420.0,15300.0,15400.0,532,1294,0,0,0.0
19900108,15600.0,16000.0,15600.0,16000.0,406,1340,0,0,0.0
19900109,16120.0,16120.0,15980.0,15990.0,674,1317,0,0,0.0
19900110,15840.0,16060.0,15840.0,15860.0,398,1218,0,0,0.0
19900111,15900.0,16040.0,15880.0,15940.0,745,1147,0,0,0.0
19900112,16500.0,16500.0,16060.0,16100.0,407,973,0,0,0.0
19900115,16120.0,16320.0,16120.0,16300.0,85,975,0,0,0.0
19900116,16500.0,16860.0,16420.0,16860.0,517,986,0,0,0.0
19900117,16900.0,16900.0,16670.0,16680.0,645,970,0,0,0.0
19900118,16760.0,17080.0,16760.0,17000.0,393,988,0,0,0.0
19900119,16940.0,17040.0,16820.0,16840.0,336,1064,0,0,0.0
19900122,16840.0,16840.0,16680.0,16760.0,126,1042,0,0,0.0
19900123,16680.0,16760.0,16680.0,16720.0,264,1047,0,0,0.0
19900124,16640.0,16660.0,16480.0,16560.0,216,1062,0,0,0.0
19900125,16600.0,16760.0,16600.0,16720.0,214,1094,0,0,0.0
19900126,16680.0,16680.0,16460.0,16520.0,273,1069,0,0,0.0
19900129,16660.0,16660.0,16520.0,16580.0,166,1067,0,0,0.0
19900130,16560.0,16660.0,16560.0,16620.0,268,1051,0,0,0.0
19900131,16620.0,16720.0,16620.0,16720.0,164,1061,0,0,0.0
19900201,16720.0,16800.0,16660.0,16740.0,327,1090,0,0,0.0
19900202,16740.0,16800.0,16680.0,16780.0,237,1092,0,0,0.0
19900205,16740.0,16800.0,16740.0,16780.0,335,1105,0,0,0.0
19900206,16840.0,16880.0,16720.0,16800.0,276,1039,0,0,0.0
19900207,16800.0,16800.0,16700.0,16780.0,188,998,0,0,0.0
19900208,16820.0,16840.0,16660.0,16660.0,137,972,0,0,0.0
19900209,16640.0,16840.0,16560.0,16820.0,329,986,0,0,0.0
19900212,16900.0,16900.0,16820.0,16860.0,221,949,0,0,0.0
19900213,16860.0,16940.0,16800.0,16880.0,279,892,0,0,0.0
19900214,16860.0,16860.0,16620.0,16800.0,372,895,0,0,0.0
19900215,16700.0,16760.0,16640.0,16740.0,157,914,0,0,0.0
19900216,16600.0,16600.0,16440.0,16500.0,328,891,0,0,0.0
19900220,16460.0,16480.0,16280.0,16380.0,237,869,0,0,0.0
19900221,16200.0,16200.0,15920.0,15980.0,486,908,199005,199005,0.0
19900222,16300.0,16500.0,16300.0,16350.0,289,1695,0,0,360.0
19900223,16360.0,16500.0,16360.0,16500.0,353,1781,0,0,0.0
19900226,16580.0,16600.0,16400.0,16400.0,381,1828,0,0,0.0
19900227,16320.0,16440.0,16280.0,16370.0,560,1857,0,0,0.0
19900228,16300.0,16380.0,16060.0,16280.0,273,1891,0,0,0.0
19900301,16300.0,16400.0,16200.0,16400.0,218,1925,0,0,0.0
19900302,16400.0,16560.0,16400.0,16550.0,424,2009,0,0,0.0
19900305,16560.0,16660.0,16560.0,16640.0,148,1991,0,0,0.0
19900306,16600.0,16700.0,16600.0,16660.0,93,1946,0,0,0.0
19900307,16660.0,16880.0,16660.0,16870.0,384,1984,0,0,0.0
19900308,16800.0,16960.0,16760.0,16860.0,115,1970,0,0,0.0
19900309,16860.0,16860.0,16640.0,16680.0,159,1987,0,0,0.0
19900312,16680.0,16720.0,16580.0,16600.0,216,1974,0,0,0.0
19900313,16640.0,16640.0,16420.0,16480.0,221,1962,0,0,0.0
