DATE,CLOSE
19931130,18.0
19931231,13.0
19940131,17.0
19940228,6.0
19940331,18.0
19940502,17.0
19940531,19.0
19940630,22.0
19940801,20.0
19940831,21.0
19940930,17.0
19941031,20.0
19941130,18.0
19950102,18.0
19950131,16.0
19950228,11.0
19950331,3.0
19950501,-4.0
19950531,-7.0
19950630,-13.0
19950731,-10.0
19950831,-8.0
19951002,-2.0
19951031,-3.0
19951130,-9.0
19960101,-8.0
19960131,-8.0
19960229,-4.0
19960401,-12.0
19960430,-1.0
19960531,5.0
19960701,6.0
19960731,5.0
19960902,7.0
19960930,-5.0
19961031,0.0
19961202,6.0
19961231,9.0
19970131,3.0
19970228,-2.0
19970331,8.0
19970430,12.0
19970602,14.0
19970630,12.0
19970731,5.0
19970901,8.0
19970930,18.0
19971031,12.0
19971201,8.0
19971231,-4.0
19980202,19.0
19980302,7.0
19980331,11.0
19980430,6.0
19980601,-1.0
19980630,5.0
19980731,5.0
19980831,6.0
19980930,-1.0
19981102,3.0
19981130,0.0
19981231,3.0
19990201,-1.0
19990301,0.0
19990331,9.0
19990430,6.0
19990531,8.0
19990630,7.0
19990802,16.0
19990831,5.0
19990930,7.0
19991101,11.0
19991130,17.0
19991231,12.0
20000131,11.0
20000229,18.0
20000331,9.0
20000501,12.0
20000531,14.0
20000630,7.0
20000731,5.0
20000831,11.0
20001002,8.0
20001031,1.0
20001130,-3.0
20010101,-6.0
20010131,-11.0
20010228,-12.0
20010402,-30.0
20010430,-18.0
20010531,-19.0
20010702,-23.0
20010731,-15.0
20010831,-6.0
20011001,-10.0
20011031,-15.0
20011130,-24.0
20011231,-16.0
20020131,2.0
20020228,5.0
20020401,8.0
20020430,12.0
20020531,4.0
20020701,1.0
20020731,-1.0
20020902,-2.0
20020930,-7.0
20021031,-4.0
20021202,-3.0
20021231,-3.0
20030131,5.0
20030228,-12.0
20030331,-12.0
20030430,-15.0
20030602,-15.0
20030630,-2.0
20030731,-8.0
20030901,-6.0
20030930,-9.0
20031031,4.0
20031201,4.0
20031231,12.0
20040202,7.0
20040301,14.0
20040331,25.0
20040430,12.0
20040531,15.0
20040630,10.0
20040802,5.0
20040831,7.0
20040930,4.0
20041101,1.0
20041130,-5.0
20041231,6.0
20050131,5.0
20050228,10.0
20050331,4.0
20050502,3.0
20050531,11.0
20050630,2.0
20050801,-5.0
20050831,2.0
20050930,0.0
20051031,5.0
20051130,3.0
20060102,-2.0
20060131,6.0
20060228,0.0
20060331,13.0
20060501,7.0
20060531,-6.0
20060630,-3.0
20060731,4.0
20060831,-5.0
20061002,4.0
20061031,-2.0
20061130,8.0
20070101,-2.0
20070131,-7.0
20070228,-3.0
20070402,-11.0
20070430,-9.0
20070531,-9.0
20070702,-2.0
20070731,0.0
20070831,0.0
20071001,3.0
20071031,1.0
20071130,0.0
20071231,-4.0
20080131,-6.0
20080229,-10.0
20080331,-5.0
20080430,-11.0
20080602,-10.0
20080630,-10.0
20080731,-13.0
20080901,-15.0
20080930,-25.0
20081031,-31.0
20081201,-40.0
20081231,-33.0
20090202,-35.0
20090302,-43.0
20090331,-31.0
20090430,-25.0
20090601,-13.0
20090630,-9.0
20090731,-3.0
20090831,9.0
20090930,-1.0
20091102,7.0
20091130,3.0
20091231,5.0
20100201,9.0
20100301,10.0
20100331,8.0
20100430,26.0
20100531,15.0
20100630,9.0
20100802,10.0
20100831,3.0
20100930,2.0
20101101,11.0
20101130,11.0
20101231,21.0
20110131,13.0
20110228,15.0
20110331,15.0
20110502,5.0
20110531,-3.0
20110630,3.0
20110801,6.0
20110831,2.0
20110930,-4.0
20111031,-1.0
20111130,-2.0
20120102,-4.0
20120131,9.0
20120229,8.0
20120402,5.0
20120430,10.0
20120531,5.0
20120702,-3.0
20120731,-7.0
20120831,-6.0
20121001,3.0
20121031,-2.0
20121130,3.0
20121231,-2.0
20130131,-13.0
20130228,3.0
20130401,3.0
20130430,-5.0
20130531,-2.0
20130701,7.0
20130731,-1.0
20130902,8.0
20130930,-1.0
20131031,0.0
20131202,9.0
20131231,11.0
20140131,6.0
20140228,-1.0
20140331,-2.0
20140430,7.0
20140602,7.0
20140630,4.0
20140731,8.0
20140901,10.0
20140930,15.0
20141031,15.0
20141201,4.0
20141231,6.0
20150202,5.0
20150302,2.0
20150331,-2.0
20150430,-6.0
20150601,2.0
20150630,7.0
20150731,10.0
20150831,1.0
20150930,-3.0
20151102,0.0
20151130,0.0
20151231,4.0
20160201,3.0
20160229,-4.0
20160331,17.0
20160502,10.0
20160531,0.0
20160630,-10.0
20160801,10.0
20160831,-11.0
20160930,-8.0
20161031,-4.0
20161130,4.0
20170102,8.0
20170131,12.0
20170228,17.0
20170331,22.0
20170501,20.0
20170531,1.0
20170630,7.0
20170731,14.0
20170831,14.0
20171002,19.0
20171031,12.0
20171130,30.0
20180101,20.0
20180131,14.0
20180228,28.0
20180402,15.0
20180430,3.0
20180531,18.0
20180702,20.0
20180731,21.0
20180831,21.0
20181001,26.0
20181031,17.0
20181130,10.0
20181231,-3.0
20190131,1.0
20190228,14.0
20190401,10.0
20190430,9.0
20190531,7.0
20190701,2.0
20190731,-12.0
20190902,1.0
20190930,-9.0
20191231,-5.0
20200131,20.0
20200228,-2.0
20200229,-2.0
20200331,2.0
