DATE,CLOSE
20060501,34.4
20060531,34.6
20060630,34.5
20060731,34.6
20060831,34.5
20061002,34.5
20061031,34.5
20061130,34.5
20070101,34.5
20070131,34.7
20070228,34.5
20070402,34.5
20070430,34.6
20070531,34.5
20070702,34.6
20070731,34.6
20070831,34.6
20071001,34.6
20071031,34.6
20071130,34.5
20071231,34.5
20080131,34.6
20080229,34.5
20080331,34.5
20080430,34.6
20080602,34.5
20080630,34.5
20080731,34.5
20080901,34.5
20080930,34.5
20081031,34.4
20081201,34.4
20081231,34.2
20090202,34.1
20090302,34.1
20090331,34.3
20090430,33.8
20090601,33.9
20090630,33.8
20090731,33.7
20090831,33.8
20090930,33.8
20091102,33.8
20091130,33.8
20091231,33.9
20100201,33.9
20100301,34.0
20100331,33.9
20100430,34.0
20100531,34.1
20100630,34.1
20100802,34.1
20100831,34.2
20100930,34.2
20101101,34.2
20101130,34.3
20101231,34.2
20110131,34.3
20110228,34.2
20110331,34.3
20110502,34.3
20110531,34.4
20110630,34.3
20110801,34.3
20110831,34.4
20110930,34.3
20111031,34.4
20111130,34.4
20120102,34.4
20120131,34.4
20120229,34.5
20120402,34.5
20120430,34.4
20120531,34.5
20120702,34.4
20120731,34.4
20120831,34.4
20121001,34.4
20121031,34.4
20121130,34.4
20121231,34.4
20130131,34.5
20130228,34.4
20130401,34.5
20130430,34.5
20130531,34.4
20130701,34.5
20130731,34.5
20130902,34.4
20130930,34.5
20131031,34.4
20131202,34.4
20131231,34.5
20140131,34.3
20140228,34.4
20140331,34.4
20140430,34.5
20140602,34.5
20140630,34.5
20140731,34.5
20140901,34.5
20140930,34.5
20141031,34.5
20141201,34.6
20141231,34.6
20150202,34.6
20150302,34.6
20150331,34.6
20150430,34.5
20150601,34.5
20150630,34.5
20150731,34.5
20150831,34.5
20150930,34.6
20151102,34.5
20151130,34.5
20151231,34.5
20160201,34.5
20160229,34.6
20160331,34.4
20160502,34.4
20160531,34.4
20160630,34.4
20160801,34.4
20160831,34.4
20160930,34.3
20161031,34.4
20161130,34.4
20170102,34.3
20170131,34.4
20170228,34.4
20170331,34.3
20170501,34.3
20170531,34.4
20170630,34.4
20170731,34.5
20170831,34.5
20171002,34.4
20171031,34.4
20171130,34.4
20180101,34.5
20180131,34.5
20180228,34.3
20180402,34.5
20180430,34.5
20180531,34.5
20180702,34.5
20180731,34.5
20180831,34.5
20181001,34.5
20181031,34.5
20181130,34.5
20181231,34.4
20190131,34.5
20190228,34.5
20190401,34.4
20190430,34.5
20190531,34.4
20190701,34.4
20190731,34.4
20190902,34.3
20191130,34.4
20191231,34.3
20200131,34.3
20200228,34.4
20200229,34.4
20200331,34.2
