DATE,CLOSE
19570401,0.4000
19570430,0.3000
19570531,0.3000
19570701,0.0000
19570731,0.3000
19570902,0.3000
19570930,0.0000
19571031,0.3000
19571202,0.3000
19571231,0.3000
19580131,0.0000
19580228,3.2000
19580331,3.2000
19580430,2.8000
19580602,2.4000
19580630,2.4000
19580731,2.1000
19580901,2.4000
19580930,2.1000
19581031,1.7000
19581201,1.7000
19581231,1.7000
19590202,1.7000
19590302,1.7000
19590331,1.7000
19590430,1.7000
19590601,1.7000
19590630,2.0000
19590731,2.0000
19590831,2.0000
19590930,2.0000
19591102,2.4000
19591130,2.7000
19591231,2.0000
19600201,2.0000
19600229,2.0000
19600331,2.3000
19600502,2.0000
19600531,2.0000
19600630,1.7000
19600801,1.7000
19600831,1.3000
19600930,1.3000
19601031,1.0000
19601130,1.0000
19610102,1.0000
19610131,1.0000
19610228,1.0000
19610331,0.7000
19610501,0.7000
19610531,1.0000
19610630,1.0000
19610731,1.0000
19610831,1.3000
19611002,1.3000
19611031,1.6000
19611130,1.3000
19620101,1.3000
19620131,1.3000
19620228,1.3000
19620402,1.3000
19620430,1.6000
19620531,1.3000
19620702,1.6000
19620731,1.6000
19620831,1.3000
19621001,1.3000
19621031,1.3000
19621130,1.3000
19621231,1.3000
19630131,1.3000
19630228,1.0000
19630401,1.0000
19630430,1.0000
19630531,1.3000
19630701,1.0000
19630731,1.3000
19630902,1.3000
19630930,1.6000
19631031,1.3000
19631202,1.3000
19631231,1.6000
19640131,1.6000
19640302,1.9000
19640331,1.9000
19640430,1.9000
19640601,1.6000
19640630,1.6000
19640731,1.6000
19640831,1.6000
19640930,0.9000
19641102,1.3000
19641130,1.2000
19641231,1.2000
19650201,1.2000
19650301,1.6000
19650331,1.6000
19650430,1.2000
19650531,1.6000
19650630,1.6000
19650802,1.2000
19650831,1.2000
19650930,1.6000
19651101,1.5000
19651130,1.5000
19651231,1.2000
19660131,1.5000
19660228,0.9000
19660331,1.2000
19660502,1.5000
19660531,1.8000
19660630,2.1000
19660801,2.4000
19660831,2.8000
19660930,3.1000
19661031,3.0000
19661130,3.3000
19670102,3.6000
19670131,3.3000
19670228,3.6000
19670331,3.6000
19670501,3.6000
19670531,3.3000
19670630,3.3000
19670731,3.3000
19670831,3.3000
19671002,3.3000
19671031,3.6000
19671130,3.5000
19680101,3.5000
19680131,3.8000
19680229,4.1000
19680401,4.1000
19680430,4.4000
19680531,4.4000
19680701,4.3000
19680731,4.6000
19680902,4.9000
19680930,4.9000
19681031,4.9000
19681202,4.8000
19681231,5.1000
19690131,5.1000
19690228,5.1000
19690331,5.3000
19690430,5.6000
19690602,6.1000
19690630,6.1000
19690731,5.8000
19690901,5.8000
19690930,5.8000
19691031,6.0000
19691201,6.0000
19691231,5.9000
19700202,6.2000
19700302,6.2000
19700331,6.1000
19700430,6.1000
19700601,5.8000
19700630,6.0000
19700731,6.5000
19700831,6.2000
19700930,6.2000
19701102,6.2000
19701130,6.4000
19701231,6.6000
19710201,6.6000
19710301,6.3000
19710331,5.8000
19710430,5.2000
19710531,5.0000
19710630,5.2000
19710802,4.9000
19710831,4.9000
19710930,4.6000
19711101,4.4000
19711130,3.8000
19711231,3.3000
19720131,3.1000
19720229,3.1000
19720331,3.3000
19720501,3.3000
19720531,3.3000
19720630,3.1000
19720731,2.8000
19720831,2.8000
19721002,3.3000
19721031,2.8000
19721130,3.0000
19730101,3.0000
19730131,3.0000
19730228,2.8000
19730402,2.8000
19730430,3.0000
19730531,3.2000
19730702,3.2000
19730731,3.2000
19730831,3.2000
19731001,3.2000
19731031,3.8000
19731130,4.3000
19731231,4.5000
19740131,4.7000
19740228,4.9000
19740401,5.4000
19740430,5.8000
19740531,6.2000
19740701,6.8000
19740731,7.9000
19740902,8.8000
19740930,9.6000
19741031,10.2000
19741202,10.6000
19741231,11.2000
19750131,11.1000
19750228,11.5000
19750331,11.7000
19750430,11.4000
19750602,11.3000
19750630,10.5000
19750731,9.6000
19750901,9.1000
19750930,8.2000
19751031,7.7000
19751201,7.0000
19751231,6.8000
19760202,6.7000
19760301,6.7000
19760331,6.5000
19760430,6.6000
19760531,6.4000
19760630,6.5000
19760802,6.5000
19760831,6.7000
19760930,6.8000
19761101,6.8000
19761130,6.7000
19761231,6.5000
19770131,6.1000
19770228,6.3000
19770331,6.2000
19770502,6.2000
19770531,6.3000
19770630,6.3000
19770801,6.6000
19770831,6.2000
19770930,6.2000
19771031,6.2000
19771130,6.0000
19780102,5.9000
19780131,6.5000
19780228,6.4000
19780331,6.2000
19780501,6.3000
19780531,6.5000
19780630,6.8000
19780731,7.0000
19780831,7.4000
19781002,7.5000
19781031,7.9000
19781130,8.4000
19790101,8.7000
19790131,8.5000
19790228,8.6000
19790402,9.2000
19790430,9.3000
19790531,9.3000
19790702,9.4000
19790731,9.3000
19790831,9.6000
19791001,10.0000
19791031,9.9000
19791130,10.1000
19791231,10.6000
19800131,11.3000
19800229,12.0000
19800331,12.0000
19800430,12.6000
19800602,13.0000
19800630,13.3000
19800731,13.6000
19800901,12.4000
19800930,11.8000
19801031,12.0000
19801201,12.3000
19801231,12.1000
19810202,12.2000
19810302,11.4000
19810331,10.9000
19810430,10.0000
19810601,9.5000
19810630,9.5000
19810731,9.4000
19810831,11.1000
19810930,11.6000
19811102,11.8000
19811130,10.9000
19811231,10.2000
19820201,9.5000
19820301,9.3000
19820331,9.1000
19820430,8.8000
