DATE,OPEN,HIGH,LOW,CLOSE,VOL,OI,P,R,RINFO
20050918,11020.0,11070.0,11020.0,11070.0,25,0,0,0,0.0
20050920,11060.0,11120.0,11060.0,11120.0,102,26,0,0,0.0
20050921,11070.0,11080.0,11020.0,11030.0,90,51,0,0,0.0
20050922,10960.0,10960.0,10940.0,10940.0,61,143,0,0,0.0
20050923,10940.0,10990.0,10940.0,10940.0,0,178,0,0,0.0
20050926,11040.0,11040.0,11040.0,11040.0,0,238,0,0,0.0
20050927,11010.0,11010.0,11010.0,11010.0,1,228,0,0,0.0
20050928,11050.0,11100.0,11050.0,11100.0,0,228,0,0,0.0
20050929,11110.0,11110.0,11110.0,11110.0,25,228,0,0,0.0
20050930,11170.0,11170.0,11170.0,11170.0,145,228,0,0,0.0
20051003,11230.0,11280.0,11230.0,11280.0,0,228,0,0,0.0
20051004,11250.0,11250.0,11250.0,11250.0,0,338,0,0,0.0
20051005,11220.0,11220.0,11220.0,11220.0,1,338,0,0,0.0
20051006,11070.0,11070.0,11050.0,11050.0,100,338,0,0,0.0
20051007,10890.0,10920.0,10890.0,10900.0,0,338,0,0,0.0
20051010,10920.0,10920.0,10920.0,10920.0,60,338,0,0,0.0
20051011,10970.0,10970.0,10950.0,10960.0,66,338,0,0,0.0
20051012,10890.0,10900.0,10890.0,10900.0,40,368,0,0,0.0
20051013,10760.0,10760.0,10680.0,10680.0,50,384,0,0,0.0
20051014,10680.0,10680.0,10660.0,10660.0,50,384,0,0,0.0
20051017,10680.0,10740.0,10680.0,10740.0,50,384,0,0,0.0
20051018,10670.0,10670.0,10660.0,10660.0,51,434,0,0,0.0
20051019,10570.0,10570.0,10400.0,10400.0,207,384,0,0,0.0
20051020,10490.0,10560.0,10490.0,10510.0,169,385,0,0,0.0
20051021,10400.0,10400.0,10330.0,10370.0,170,360,0,0,0.0
20051024,10420.0,10540.0,10420.0,10520.0,21,344,0,0,0.0
20051025,10620.0,10630.0,10540.0,10540.0,0,362,0,0,0.0
20051026,10540.0,10540.0,10540.0,10540.0,243,362,0,0,0.0
20051027,10500.0,10500.0,10420.0,10430.0,38,362,0,0,0.0
20051028,10400.0,10400.0,10330.0,10350.0,62,564,0,0,0.0
20051031,10480.0,10520.0,10480.0,10510.0,44,577,0,0,0.0
20051101,10530.0,10570.0,10530.0,10550.0,19,406,0,0,0.0
20051102,10610.0,10610.0,10570.0,10600.0,50,406,0,0,0.0
20051103,10730.0,10760.0,10730.0,10760.0,0,406,0,0,0.0
20051104,10780.0,10780.0,10780.0,10780.0,3,406,0,0,0.0
20051107,10810.0,10810.0,10800.0,10810.0,0,368,0,0,0.0
20051108,10770.0,10770.0,10770.0,10770.0,0,367,0,0,0.0
20051109,10780.0,10780.0,10780.0,10780.0,0,367,0,0,0.0
20051110,10850.0,10850.0,10850.0,10850.0,50,367,0,0,0.0
20051111,10880.0,10880.0,10880.0,10880.0,121,367,0,0,0.0
20051114,10880.0,10890.0,10860.0,10860.0,0,367,0,0,0.0
20051115,10880.0,10880.0,10880.0,10880.0,36,367,0,0,0.0
20051116,10770.0,10780.0,10760.0,10780.0,40,367,0,0,0.0
20051117,10820.0,10820.0,10820.0,10820.0,15,375,0,0,0.0
20051118,10830.0,10860.0,10830.0,10850.0,6,375,0,0,0.0
20051121,10900.0,10900.0,10870.0,10870.0,33,380,0,0,0.0
20051122,10860.0,10920.0,10860.0,10910.0,0,380,0,0,0.0
20051123,10950.0,10950.0,10950.0,10950.0,2,378,0,0,0.0
20051124,10930.0,10930.0,10920.0,10920.0,0,378,0,0,0.0
20051125,10970.0,10970.0,10970.0,10970.0,51,380,0,0,0.0
20051128,10960.0,10960.0,10840.0,10840.0,40,380,0,0,0.0
20051129,10800.0,10870.0,10800.0,10870.0,6,404,0,0,0.0
